Contenido,Cluster
"Duck ahoy, The Age, (7 August 2003) Marsha Walton, 'How Nikes, toys and hockey gear help ocean science', CNN.com (26 May 2003). ""Journey of the Floatees"", Spiegel magazine (1 July 2007) ""Timeline of Rubber Duck Voyage"", Rubaduck.com Donovan Hohn, ""Moby-Duck: Or, The Synthetic Wilderness of Childhood,"" Harper's Magazine, January (2007), pp. 39–62.",1
"Moby Duck: The True Story of 28,800 Bath Toys Lost at Sea and of the Beachcombers, Oceanographers, Environmentalists, and Fools, Including the Author, Who Went in Search of Them Archived 7 September 2013 at the Wayback Machine – follow up non-fiction book based on 2 years research after the Harper's Magazine article. Rich Eilbert, Yellow Rubber Ducks, YouTube.com, (March 2011).",1
"Evelyn was appointed to the newly formed Royal Society, and both Society and pamphlet are celebrated in the 1663 ""Ballad of Gresham College"". Stanza 23 (given here in modern English) describes how Evelyn [...] shows that 'tis the sea-coal smokeThat always London does environ, Which does our lungs and spirits choke, Our hanging spoil, and rust our iron. Let none at Fumifuge be scoffing Who heard at Church our Sunday's coughing. The sea-coal to which Evelyn referred was appropriately named because it came by sea from Newcastle.",1
"High levels of freshwater acidification is harmful to various aquatic organisms. Nonetheless, there are many freshwater systems, including the Great Lakes, where pH levels could be decreasing, most likely due to CO2 accumulation in the atmosphere, however, increased monitoring is necessary to determine the full effects of acidification on pH levels. The ocean and the atmosphere are constantly exchanging massive amounts of CO2. Over the last 800,000 years, the concentration of CO2 in the atmosphere has remained around 172-300 parts per million by volume (ppmv). With increases of anthropogenic CO2 emissions, this number has risen to 387 ppmv in 2009.",1
"However, in large amounts, not all of it can be taken up by vegetation so the excess gets washed away with runoff in the form of nitrate, contributing to acidification in the same manner as sulfate.",1
"The buffering capacity of ecosystems helps them resist changes in pH. When this is lacking, it can lead to the acidification of freshwater reservoirs. For example, the Atlantic region of Canada has the lowest acid deposition rates in Eastern North America, yet it has the most acidic waters on the continent. This is due to the low buffering capacity of the regional bedrock and the addition of natural organic acids produced from close by wetlands.",1
"For example, frogs and perches can withstand a pH level of 4. This allows these species to be unaffected by the acid deposition in their aquatic environment, allowing them to survive in these conditions. However, most aquatic species, such as clams and snails, are unable to withstand low pH levels which negatively impacts their growth and survival. The high acidic levels deteriorate their thick shells decreasing their protection from predators. Acidification of freshwater ecosystems may have significant negative effects.",1
"Changes in pH as a result of freshwater acidification imposes physiological challenges on individual organisms, may decrease native biodiversity, and can alter ecosystem structure and function entirely. Macro-invertebrates and large vertebrates alike are particularly sensitive to acidification as they exhibit higher mortality and lower reproductive rates under acidified conditions. These species are forced to expend more energy on buffering their body conditions to retain a livable pH and, therefore, must limit energy expenditure on processes such as hunting, sheltering, and reproducing. Thus, embryonic development, and species' success, is also compromised in acidified freshwaters.Conversely,",1
"There are processes that can remediate the acidification of freshwaters. Liming is one such practice, where calcium carbonate (CaCO3) is added to these systems. Liming aids freshwater chemical and biological recovery by increasing pH levels and essentially helping the habitat return to a similar condition to how it was prior to acidification. Otherwise, recovery on its own would be very extensive and take a lot longer to achieve. When added to rivers, liming showed some positive effects on wildlife, increasing the abundance of fish and acid-sensitive invertebrates. However, these effects are variable.",1
"Moreover, the practice of waste separation is fundamental as it allows for the breakdown of the chemicals that cause acid rain. And, finally, being altogether more aware of the effect human actions have on the environment to better protect the planet.",1
"A detailed inventory of greenhouse gas emissions from upstream oil and gas activities in Canada for the year 2000 estimated that fugitive equipment leaks had a global warming potential equivalent to the release of 17 million metric tonnes of carbon dioxide, or 12 percent of all greenhouse gases emitted by the sector, while another report put fugitive emissions at 5.2% of world greenhouse emissions in 2013. Venting of natural gas, flaring, accidental releases and storage losses accounted for an additional 38 percent.Fugitive emissions present other risks and hazards.",1
Gas flare Greenhouse gas Leaks Volatile organic compound Fugitive gas emissions,1
"IPCC AR5 WG1 (2013), Stocker, T.F.; et al. (eds.), Climate Change 2013: The Physical Science Basis. Working Group 1 (WG1) Contribution to the Intergovernmental Panel on Climate Change (IPCC) 5th Assessment Report (AR5), Cambridge University Press. Climate Change 2013 Working Group 1 website. 2006 IPCC Guidelines for National Greenhouse Gas Inventories (see Section 4.2).",1
